"Name","Amount","Month","State","Lead_Source","Converted"
"Mrs. Lelar Nienow",913.165139057282,3,"Montana","Advertisement",1
"Sol Hegmann-Bashirian",593.250667699687,2,"Montana","Employee Referral",0
"Leann Lowe",665.114107192953,6,"Idaho","Advertisement",1
"Joseluis Jakubowski",1032.5435278905,6,"Colorado","Advertisement",1
"Kamden Conroy III",529.800108988322,6,"Idaho","Employee Referral",0
"Adamaris Kunze DVM",1258.27889628391,9,"Indiana","Advertisement",1
"Leighton Gorczany I",1083.62799755603,3,"Idaho","Advertisement",1
"Bailee Johnston-Mosciski",1099.589512638,8,"Indiana","Advertisement",0
"Dr. Miguel Ward Jr.",693.573774293797,1,"Indiana","Employee Referral",0
"Zavion Stanton",418.123835421661,5,"Montana","Social Media",0
"Marlana Schimmel PhD",2321.28279396862,5,"Montana","Social Media",1
"Minervia Kreiger",896.561530780803,12,"Montana","Advertisement",0
"Dayse Champlin",636.777227053211,8,"Montana","Advertisement",1
"Daniela Kunze-Vandervort",783.224375665379,11,"Indiana","Social Media",0
"Reatha Treutel",551.71186581909,6,"Idaho","Employee Referral",1
"Dean Streich",668.70636828701,11,"Montana","Employee Referral",0
"Yoshio Doyle",565.316591807898,7,"Montana","Advertisement",1
"Talan Runolfsdottir",2274.147311564,8,"Indiana","Employee Referral",1
"Clifton Wiza-Barrows",889.407904188536,4,"Indiana","Employee Referral",1
"Ms. Shanae Steuber DVM",708.368544273995,6,"Montana","Employee Referral",0
"Desmond Goyette",627.189108325894,2,"Montana","Advertisement",0
"Mena Bosco",3067.14895821726,12,"Montana","Employee Referral",0
"Nathaniel Mayert",589.677106333255,6,"Montana","Advertisement",0
"Bev Schneider",1185.9021387316,1,"Montana","Advertisement",0
"Rickie Mohr-Luettgen",542.075993653246,4,"Indiana","Advertisement",1
"Zettie Turcotte",807.040907406342,4,"Montana","Advertisement",0
"Anya Braun",605.482075701009,4,"Montana","Employee Referral",1
"Theodis Ortiz",572.391655610815,11,"Montana","Advertisement",0
"Kennedy Keeling",734.088121969693,1,"Indiana","Advertisement",0
"Patti Rodriguez",500.727182608528,6,"Indiana","Employee Referral",0
"Daniel Little",1465.23579075171,9,"Indiana","Advertisement",1
"Theodis Jerde",559.268048326483,1,"Idaho","Advertisement",0
"Osborne Stanton",864.939304564913,11,"Idaho","Social Media",0
"Darwyn Quigley",1273.91235384589,11,"Idaho","Advertisement",0
"Mcarthur Schaden",997.944391007578,7,"Montana","Advertisement",0
"Jalon Kovacek",510.465079352708,6,"Indiana","Employee Referral",1
"Adela Von DVM",659.3117600985,1,"Indiana","Advertisement",0
"Vira Breitenberg",1434.73650365867,5,"Indiana","Social Media",1
"Timmy Hammes",734.698265282362,6,"Montana","Advertisement",0
"Olene Hudson DDS",473.463798725136,11,"Montana","Advertisement",0
"Dr. Ambrose Jast II",687.072446580603,7,"Montana","Social Media",0
"Laurel Ledner",657.349173169088,12,"Montana","Advertisement",0
"Dr. Morris Krajcik",352.932712740265,8,"Indiana","Advertisement",1
"Ernie Frami-Cole",955.43610119397,10,"Indiana","Advertisement",0
"Mrs. Barbie Welch",1671.97850976101,12,"Idaho","Advertisement",0
"Ms. Etna Price",781.183096413185,12,"Idaho","Employee Referral",0
"Mr. Wilbert Heller",719.446872546807,8,"Montana","Social Media",0
"Mr. Adolphus Purdy",1837.68016268393,1,"Indiana","Advertisement",0
"Tristen Upton",404.326605060482,9,"Montana","Advertisement",0
"Miss Leighton Johnston MD",1127.22220798739,8,"Montana","Social Media",1
"Tammie Kutch",1243.31204665751,7,"Colorado","Advertisement",1
"Aryan Wyman",381.343920969308,7,"Indiana","Advertisement",1
"Needham Borer",1366.98288634085,11,"Montana","Employee Referral",0
"Fay Swift-Ruecker",720.426589226561,3,"Colorado","Advertisement",0
"Pryor Feeney",633.36917425388,7,"Indiana","Employee Referral",0
"Stone Collins",1216.08602517477,2,"Montana","Employee Referral",0
"Erving Rath",911.05352219563,1,"Indiana","Advertisement",0
"Dominque Stracke",1274.03124405543,4,"Indiana","Advertisement",0
"Trinity Zboncak",751.693038582923,4,"Indiana","Employee Referral",0
"Donaciano Champlin",752.974034488593,12,"Montana","Employee Referral",0
"Tyron Bode",495.481656565562,8,"Montana","Employee Referral",0
"Ms. Rillie Herman",597.012504753072,1,"Idaho","Social Media",0
"Pallie Cassin",1227.30351411404,7,"Idaho","Social Media",1
"Wendel Cummerata",1261.37419874307,6,"Indiana","Advertisement",1
"Nico Jakubowski DVM",791.472242746293,6,"Idaho","Advertisement",0
"Cheryl Stehr DDS",1296.80085024475,7,"Indiana","Advertisement",0
"Rowan Crooks-Ullrich",899.240522571934,1,"Indiana","Advertisement",0
"Lilly Schowalter",1520.06851774605,12,"Colorado","Employee Referral",0
"Beula Rogahn MD",2011.33563292755,5,"Montana","Advertisement",1
"Dr. Vernice Cormier PhD",635.985696038666,8,"Montana","Social Media",0
"Jalynn Cormier",906.049560424365,5,"Montana","Advertisement",1
"Newell Klocko",1452.4793716659,8,"Indiana","Advertisement",1
"Severo Boehm IV",1197.85410513044,6,"Idaho","Advertisement",0
"Carlee Conroy",803.094932494785,1,"Montana","Advertisement",0
"Gino Fritsch",1062.24109079441,7,"Indiana","Social Media",1
"Yuridia Weissnat",726.849029021846,3,"Idaho","Employee Referral",0
"Janay Haag",1522.37962082628,11,"Montana","Advertisement",0
"Leonardo Ward-Gerhold",696.33788738826,1,"Montana","Advertisement",0
"Randolph Gorczany-Effertz",1082.01346286561,3,"Montana","Advertisement",1
"Erie Ebert",986.800948201088,9,"Montana","Employee Referral",0
"Renard Lindgren",638.15584589133,8,"Indiana","Social Media",0
"Kennedy Rodriguez-Goldner",440.612939009696,2,"Idaho","Advertisement",0
"Dr. Wilkie Predovic Sr.",752.870082701746,9,"Montana","Advertisement",1
"Lurena Reichert",627.172084579588,8,"Colorado","Employee Referral",0
"Primus Hoeger",723.198963265623,3,"Montana","Social Media",0
"Boone Mayer Jr.",1223.03345646164,12,"Indiana","Social Media",0
"Ezekiel Schowalter",580.807970423821,7,"Idaho","Advertisement",0
"Maliyah Windler DVM",513.638896935694,1,"Idaho","Employee Referral",0
"Cordie Stroman",1338.14653609755,10,"Montana","Advertisement",1
"Luciano Kuhic-VonRueden",833.404569693079,7,"Montana","Employee Referral",1
"Toriano Keeling IV",724.279984162744,5,"Indiana","Advertisement",1
"Alice Simonis-Gerlach",624.411839078722,2,"Montana","Advertisement",0
"Kaylynn Will",601.582315294394,5,"Colorado","Advertisement",0
"Miss Luanne Buckridge",807.272613913227,2,"Colorado","Advertisement",0
"Juan Koepp",1448.75266476917,8,"Idaho","Advertisement",1
"Zebulon Johnson",1052.33755772394,9,"Idaho","Advertisement",1
"Mr. Pascal Feest Jr.",822.641537819289,10,"Indiana","Employee Referral",1
"Annamarie Cruickshank",645.625019168501,10,"Indiana","Social Media",1
"Toccara Wuckert",830.348756388043,4,"Idaho","Advertisement",0
"Griffith Mills",380.455833955792,2,"Idaho","Advertisement",0
"Aarav Murphy-Weimann",1112.64584353602,9,"Indiana","Social Media",1
"Foster Schoen",917.24131422808,2,"Indiana","Advertisement",0
"Miss Bettina Corwin MD",877.148554087773,7,"Montana","Advertisement",1
"Ottilie Hartmann DDS",514.488956995714,5,"Montana","Social Media",1
"Sherwin Mills",631.56784724824,11,"Montana","Advertisement",0
"Murray Beier-Bechtelar",1102.6068396095,6,"Indiana","Advertisement",1
"Dr. Rella Emmerich",708.88797954604,7,"Montana","Advertisement",1
"Sister Franecki MD",908.464584098032,4,"Indiana","Advertisement",1
"Cari Cormier DDS",1010.00099633595,12,"Montana","Employee Referral",0
"Djuna Gislason",607.492166995799,4,"Idaho","Employee Referral",0
"Erna Treutel PhD",573.619458464318,5,"Montana","Advertisement",0
"Shawanda Little",1036.45352236893,12,"Idaho","Advertisement",0
"Winnie Langosh",986.012207137393,4,"Indiana","Social Media",1
"Kassandra Padberg",767.231468840971,10,"Indiana","Advertisement",0
"Earle Kuhic",1670.51373387782,7,"Montana","Employee Referral",1
"Hettie Hackett",1273.19516508864,4,"Montana","Employee Referral",0
"Mr. Case Kreiger DDS",385.962422959047,11,"Montana","Employee Referral",0
"Cosmo Cartwright",780.719304359358,6,"Colorado","Employee Referral",0
"Landan Ankunding",944.506951543418,3,"Montana","Employee Referral",1
"Leonora West",1233.21956269454,5,"Indiana","Advertisement",0
"Syreeta Monahan PhD",1030.72779092194,2,"Indiana","Advertisement",0
"Damarcus Baumbach",1131.96314801463,7,"Indiana","Social Media",1
"Aleta Smith",412.456190200064,2,"Colorado","Advertisement",0
"Miss Barbra Hansen MD",454.633819825222,8,"Montana","Employee Referral",0
"Jaimie Eichmann",838.675125049671,2,"Indiana","Advertisement",0
"Buna Ward",454.778907230973,10,"Indiana","Social Media",0
"Mikhail Will",915.581716723363,7,"Montana","Employee Referral",1
"Miss Odette Mitchell DDS",816.526511210216,8,"Montana","Advertisement",1
"Mr. Mills Schultz",1138.26440674106,5,"Indiana","Employee Referral",1
"Stafford Romaguera",844.834435213722,12,"Montana","Employee Referral",0
"Jackson Grimes",867.703244506912,1,"Indiana","Advertisement",0
"Aydan Predovic Sr.",594.507196146023,1,"Montana","Advertisement",0
"Tripp Weimann",455.822651945805,11,"Indiana","Employee Referral",0
"Dr. Alena Cruickshank",738.211214942734,12,"Colorado","Advertisement",0
"Gabriel Bashirian",858.811393356803,5,"Indiana","Advertisement",0
"Therese Hettinger",414.80041498455,3,"Indiana","Advertisement",1
"Chelsy Herman DDS",683.000131417981,4,"Montana","Employee Referral",0
"Tabetha Runolfsdottir",689.747643400765,12,"Idaho","Employee Referral",0
"Bartholomew Rowe",1109.4625496995,9,"Idaho","Advertisement",1
"Dr. Hillary Kirlin",562.073340207489,10,"Montana","Social Media",0
"Neola Kuhlman",396.866229928547,5,"Indiana","Advertisement",0
"Male Hegmann",1005.41843260748,6,"Indiana","Social Media",1
"Woodson Morissette",871.20477191024,12,"Indiana","Advertisement",0
"Lorrayne Weimann MD",710.110614785707,4,"Indiana","Employee Referral",0
"Kaitlynn Stark",946.57160737512,12,"Indiana","Social Media",0
"Caydence Blick",912.719616725576,7,"Idaho","Advertisement",0
"Dorathea Gibson",1453.39124227238,3,"Indiana","Advertisement",0
"Beverley Sporer",733.810527163212,7,"Colorado","Advertisement",1
"Luna Dooley",285.962389477468,8,"Montana","Social Media",0
"Margurite Lind",1948.47536231704,8,"Montana","Employee Referral",1
"Mr. Nat Marquardt Jr.",380.00761885445,7,"Indiana","Advertisement",0
"Christa Mante",1741.28024951282,10,"Idaho","Advertisement",1
"Debbie Heller-Wolff",1222.52762494178,2,"Indiana","Employee Referral",0
"Alphons Deckow",571.800702703826,1,"Idaho","Advertisement",0
"Sage Kub",2384.02069434773,8,"Colorado","Social Media",1
"Mr. Kenya Metz",987.87919639924,10,"Idaho","Social Media",0
"Letha Wilderman",689.089685062812,11,"Montana","Social Media",0
"Bryson Osinski",464.681623414762,12,"Indiana","Advertisement",0
"Fletcher Renner III",237.468871466649,3,"Indiana","Social Media",0
"Falon Nitzsche PhD",668.711770221645,4,"Idaho","Advertisement",1
"Dr. Alexus Medhurst",900.636590157396,10,"Indiana","Employee Referral",0
"Carmela Anderson",731.974890021963,5,"Idaho","Employee Referral",0
"Ednah Witting",1282.25386100328,12,"Indiana","Social Media",0
"Nikko Upton",615.87546338812,3,"Montana","Advertisement",0
"Vickie Okuneva",591.788085389655,7,"Montana","Advertisement",0
"Phillip Pouros",568.175815108768,1,"Montana","Advertisement",0
"Lily Gibson-Mayert",620.034799147298,2,"Idaho","Advertisement",0
"Marquita Grant",963.240333426988,7,"Indiana","Advertisement",0
"Mr. Asa VonRueden V",989.531185175215,11,"Indiana","Social Media",0
"Kandi Schiller DVM",906.254774574113,5,"Idaho","Social Media",0
"Connor Hermann",728.468368373418,5,"Indiana","Social Media",0
"Dr. Estelle Fahey",1000.13246659001,2,"Montana","Employee Referral",0
"Timmothy Collins",1429.75028275139,2,"Indiana","Advertisement",0
"Fernand Cummings DVM",1059.32408678215,7,"Montana","Employee Referral",1
"Dakotah Lehner",846.824550856953,3,"Indiana","Social Media",1
"Mr. Jamarcus Roberts",941.728730355707,10,"Indiana","Social Media",1
"Kraig Lang",1129.69753020036,3,"Idaho","Advertisement",0
"Kaaren Hane",588.551419051352,7,"Indiana","Employee Referral",0
"Manilla Hartmann",1026.36134996192,5,"Indiana","Employee Referral",1
"Finley Metz-Simonis",1115.20353336667,1,"Montana","Employee Referral",0
"Anjelica Schowalter MD",298.526886518379,2,"Montana","Employee Referral",0
"Miss Adrianna Stiedemann PhD",677.156919599478,8,"Montana","Social Media",0
"Rube Vandervort-Littel",768.04773933525,10,"Idaho","Advertisement",1
"Mr. Uriel Yundt",424.247619110124,8,"Montana","Social Media",0
"Brynlee Kulas-Jacobson",2078.48450337948,10,"Montana","Advertisement",1
"Arra Mills",765.873838154964,2,"Montana","Social Media",0
"Kieran Sawayn MD",449.993118142241,1,"Indiana","Advertisement",0
"Gurney Rau",903.946577825786,4,"Indiana","Employee Referral",0
"Deontae DuBuque-McClure",404.088773125579,3,"Montana","Employee Referral",0
"Darin Ortiz",497.207795902012,10,"Indiana","Advertisement",1
"Vonetta McLaughlin MD",427.239032900347,7,"Montana","Advertisement",0
"Nakia Raynor",1066.09977914845,12,"Montana","Employee Referral",0
"Orrie Murray-Lakin",1347.07835765506,1,"Montana","Employee Referral",0
"Dr. Jade Cummings DVM",1279.72030452036,8,"Montana","Employee Referral",0
"Viridiana O'Kon",577.576177320398,10,"Montana","Advertisement",0
"Dwyane Harris PhD",859.042232539884,10,"Indiana","Advertisement",1
"Mrs. Felicitas Renner DDS",1576.5928102944,1,"Montana","Advertisement",0
"Kitty Von",1127.90205750519,11,"Montana","Employee Referral",0
"Emory Vandervort DDS",1114.76724142358,9,"Montana","Advertisement",1
"Solon Robel DVM",801.56086401736,5,"Montana","Employee Referral",0
"Kenan Abshire",334.859202412867,12,"Indiana","Employee Referral",0
"Dr. Chaney Frami PhD",932.888073236874,10,"Montana","Social Media",1
"Clemon Rosenbaum",596.745752774211,8,"Indiana","Advertisement",1
"Bascom Bartell",934.591700459857,5,"Idaho","Advertisement",1
"Shawnte Bernhard",585.428335960519,3,"Indiana","Advertisement",1
"Primus Jast",899.003735979707,8,"Indiana","Advertisement",0
"Albert Mertz",585.318688777382,3,"Montana","Employee Referral",1
"Crissie Schoen",597.763967652966,7,"Colorado","Employee Referral",0
"Earlie Satterfield-Spinka",607.800509131415,11,"Indiana","Advertisement",0
"Theta Bartoletti",1561.38907215286,7,"Idaho","Advertisement",1
"Webb D'Amore",892.414268033747,9,"Indiana","Social Media",1
"Dr. Myrl Aufderhar PhD",544.056136627404,12,"Idaho","Advertisement",0
"Mr. Marshal Cole",1292.90641794201,2,"Indiana","Employee Referral",0
"Dr. Amari Braun DVM",841.925172574547,6,"Indiana","Employee Referral",1
"Levy Vandervort",550.941385987626,11,"Idaho","Advertisement",0
"Reese Pouros",1542.16409837959,3,"Montana","Advertisement",1
"Mrs. Michele Beatty",941.533910804678,9,"Idaho","Advertisement",1
"Ethyl Spencer",419.075095748051,8,"Montana","Employee Referral",0
"Mrs. Jada Blanda MD",943.793061855881,6,"Indiana","Advertisement",1
"Mr. Wess Lind",492.677501666203,12,"Colorado","Employee Referral",0
"Therman Greenholt",745.532731259144,3,"Montana","Advertisement",0
"Myrtle Shields",678.624258993233,12,"Idaho","Advertisement",0
"Orion Fritsch",591.756374180993,8,"Montana","Advertisement",1
"Shane Conn",913.479846767421,3,"Colorado","Advertisement",1
"Calista Sawayn",1398.33935952231,1,"Montana","Employee Referral",0
"Shante Auer",1054.53045830084,4,"Montana","Advertisement",1
"Miss Kristin Jacobson",1365.18078481628,3,"Indiana","Advertisement",0
"Lila Osinski",864.565962277043,2,"Indiana","Advertisement",0
"Darold Kreiger-Gutkowski",854.270829518,4,"Montana","Advertisement",1
"London Hirthe",914.211008860025,3,"Idaho","Employee Referral",1
"Dr. Boyd Kirlin Jr.",391.980477132609,6,"Indiana","Social Media",0
"Mr. Arlyn Becker",770.642286073746,10,"Montana","Advertisement",1
"Dr. Tobi Wintheiser",479.726889348884,7,"Montana","Employee Referral",0
"Dr. Kennith Lang",1011.19978754266,7,"Montana","Advertisement",0
"Tavon Sawayn",1047.64487889273,9,"Montana","Social Media",1
"Lilla Goyette MD",769.378731851344,10,"Montana","Advertisement",1
"Ms. Hollie Stark",1061.5081843683,12,"Montana","Advertisement",0
"Jaslyn O'Reilly MD",1012.06109174859,3,"Montana","Advertisement",1
"Dr. Loris Hodkiewicz DDS",830.812369647941,3,"Indiana","Advertisement",1
"Audrey Buckridge",396.96407804069,12,"Montana","Advertisement",0
"Greene Lockman",1740.54186097931,4,"Montana","Employee Referral",1
"Mr. Berton Marks",2111.84117830126,11,"Colorado","Advertisement",0
"Alexandra Kiehn",562.490907623572,4,"Montana","Advertisement",0
"Miss Dyan Koch",1199.31370134386,6,"Indiana","Advertisement",1
"Mrs. Infant Brakus DVM",782.209226974225,9,"Montana","Employee Referral",1
"Hays Auer",816.955224959452,12,"Colorado","Employee Referral",0
"Julio Rau",498.039695869039,10,"Indiana","Employee Referral",0
"Lannie Wunsch",751.353300473339,7,"Idaho","Social Media",0
"Arlis Hodkiewicz",548.267675624745,1,"Indiana","Advertisement",0
"Haywood Bruen",504.02773161489,11,"Colorado","Social Media",0
"Jesica Baumbach",485.465271894955,9,"Colorado","Advertisement",0
"Sherita Rempel",458.144424637964,3,"Montana","Employee Referral",0
"Eleanora Gleichner",1381.93428843169,1,"Colorado","Advertisement",0
"Broderick Haley",1283.7216573722,6,"Montana","Advertisement",1
"Markel Tremblay",956.441135903734,4,"Indiana","Advertisement",1
"Valarie Price",940.70324970008,12,"Montana","Advertisement",0
"Mr. Ace Farrell MD",1828.39226678448,11,"Montana","Employee Referral",0
"Gerald Walker",669.416122432931,4,"Colorado","Employee Referral",0
"Mrs. Earline Baumbach DVM",799.919715238474,11,"Idaho","Advertisement",0
"Connie Bechtelar-Reilly",1220.4643347029,11,"Idaho","Advertisement",0
"Hardie Wilderman",984.862229332867,9,"Indiana","Employee Referral",1
"Alice Sipes",1099.52498671063,4,"Idaho","Social Media",1
"Miss Cleola Fisher",592.70209709436,3,"Indiana","Advertisement",0
"Evelin Bins-Stracke",828.630359569445,5,"Colorado","Advertisement",0
"Ardath Terry",473.954304989445,9,"Montana","Advertisement",0
"Vinson Douglas",814.836357358195,11,"Indiana","Social Media",0
"Christene Shanahan",386.516403283933,6,"Indiana","Advertisement",0
"Mills Koch",1347.55478879992,4,"Montana","Social Media",1
"Lonie Bayer",692.470855032503,1,"Montana","Social Media",0
"Elzie Bernier-Bailey",670.010265299105,9,"Indiana","Advertisement",0
"Ms. Billye Sporer",994.65907330342,3,"Montana","Advertisement",1
"Neva Rath",575.387856673696,10,"Montana","Employee Referral",1
"Bula Haag",1461.43049689652,11,"Montana","Advertisement",0
"Ara Lebsack-Cormier",567.884178603185,1,"Indiana","Employee Referral",0
"Alberto Steuber",401.624856130177,1,"Indiana","Employee Referral",0
"Hamilton Macejkovic",1758.16673596202,11,"Indiana","Employee Referral",0
"Mr. Asa Reilly",464.993625701515,7,"Colorado","Employee Referral",0
"Erla Olson DDS",399.436668282819,10,"Idaho","Employee Referral",0
"Daniel Dickens-Lehner",497.606560555589,3,"Colorado","Advertisement",0
"Delmer Goldner",365.136831187491,5,"Idaho","Advertisement",1
"Miss Adria Kertzmann MD",557.117938991081,3,"Montana","Advertisement",1
"Dicy Johns",434.617376977851,7,"Indiana","Advertisement",0
"Dr. Galen Wisozk Jr.",1196.79657253204,3,"Idaho","Social Media",1
"Tommy Marks",1188.99485723006,8,"Montana","Employee Referral",1
"Eileen Ritchie",780.346501602281,4,"Colorado","Employee Referral",0
"Macie Buckridge",1000.56854039483,9,"Idaho","Employee Referral",1
"Alexandria Lemke",735.766663378657,7,"Colorado","Employee Referral",1
"Ferman Lynch DDS",485.553484413327,11,"Indiana","Employee Referral",0
"Broderick Flatley",789.454489928809,12,"Colorado","Social Media",0
"Napoleon Cummings",626.556334097013,8,"Indiana","Advertisement",0
"Linna Watsica",640.226906748806,11,"Montana","Employee Referral",0
"Ally Schmitt",984.21377651077,12,"Montana","Social Media",0
"Marita Schaefer",871.764562221869,7,"Indiana","Employee Referral",0
"Dr. Bob Gutkowski",683.063403791472,5,"Idaho","Advertisement",0
"Dr. Donnie Yundt",980.23278162712,11,"Indiana","Advertisement",0
"Les Schneider-Borer",1018.22482381649,7,"Colorado","Social Media",1
"Sydnee Nader",704.931827049212,9,"Indiana","Social Media",0
"Miss Madilyn Hackett",525.309364406178,8,"Indiana","Advertisement",1
"Jeane Willms",1873.11312902449,9,"Indiana","Social Media",0
"Lennon Johnson Jr.",397.380311630515,2,"Colorado","Employee Referral",0
"Berlin Marvin IV",1687.44862247434,7,"Indiana","Advertisement",1
"Ardelia Stehr",466.230037558092,5,"Colorado","Employee Referral",0
"Rubi Auer",1003.84921782329,3,"Montana","Employee Referral",1
"Mrs. Salina Harber MD",1649.43479581781,4,"Idaho","Employee Referral",1
"Chimere Lakin-King",1780.30850673487,11,"Montana","Advertisement",0
"Ammon Kassulke",712.8905351201,7,"Idaho","Advertisement",0
"Lorene D'Amore MD",867.252126764297,12,"Colorado","Employee Referral",0
"Olan Gerlach",1285.07607761875,1,"Montana","Advertisement",0
"Woodroe Langosh",753.908284509043,6,"Colorado","Advertisement",0
"Carey Heller PhD",854.192210778536,4,"Colorado","Employee Referral",1
"Nonie Kunze",732.150876493454,10,"Indiana","Advertisement",1
"Rickie Windler",949.18155389119,9,"Montana","Social Media",0
"Dustin Bosco",3530.80949532007,6,"Montana","Employee Referral",1
"Mathew Zboncak",1057.07473556948,5,"Montana","Advertisement",1
"Mr. Ancil Jacobi",1155.34352647902,11,"Colorado","Advertisement",0
"Kadyn Hoeger",1292.96819142455,1,"Montana","Employee Referral",0
"Dr. Tiara Lubowitz DVM",882.016226684358,1,"Montana","Social Media",0
"Yuridia Metz",580.121606329882,2,"Montana","Employee Referral",0
"Miller Miller",937.162168671357,11,"Montana","Advertisement",0
"Haven Luettgen-Jacobi",2075.09843180604,11,"Indiana","Advertisement",0
"Dr. Sherrie Baumbach DVM",1066.85276679172,7,"Idaho","Advertisement",0
"Thad Turcotte",575.043716007864,1,"Idaho","Social Media",0
"Santana Langworth MD",915.752709566596,6,"Idaho","Social Media",1
"Alyse Mann",1142.76498852242,1,"Montana","Advertisement",0
"Phoenix Ebert",1066.25084932641,7,"Montana","Advertisement",1
"Mr. Eloy Cremin",544.534710484853,6,"Montana","Advertisement",0
"Tanisha Effertz",723.80721841158,4,"Idaho","Social Media",1
"Essence Nolan",780.471774888385,1,"Indiana","Advertisement",0
"Dr. Jerold Gorczany",540.945823086734,8,"Idaho","Social Media",0
"Susanna McCullough",687.920056537502,8,"Montana","Advertisement",0
"Georgette Schultz",615.442541988316,5,"Colorado","Advertisement",1
"Rhoda Smith-Waelchi",392.861326783909,7,"Montana","Employee Referral",0
"Dr. Braulio Bosco DVM",1785.83410115996,9,"Montana","Advertisement",1
"Isreal Beer-Towne",316.778212853356,8,"Indiana","Employee Referral",0
"Oscar Hoppe",928.206229616626,10,"Montana","Social Media",1
"Miss Mariann McGlynn PhD",1663.25594573639,7,"Montana","Employee Referral",1
"Haruko Cormier",1116.6246287082,9,"Montana","Advertisement",1
"Adams Rutherford",432.844651803455,10,"Indiana","Advertisement",0
"Mr. Normand Koelpin PhD",1302.60898849434,6,"Montana","Employee Referral",1
"Miss Ainsley Hermiston DDS",754.936365700717,3,"Colorado","Social Media",1
"Dondre Kilback",865.185454197771,1,"Indiana","Employee Referral",0
"Niles Stanton",927.435765499933,3,"Indiana","Social Media",0
"Dr. Jeanne Goldner",909.356759184289,4,"Indiana","Advertisement",1
"Armstead Moore",803.930468469397,9,"Indiana","Employee Referral",0
"Dr. Loyal Champlin",954.104969782706,8,"Idaho","Employee Referral",0
"Miss Trisha Jast PhD",622.486203603281,9,"Idaho","Employee Referral",0
"Ell Ondricka",813.790512814354,4,"Montana","Advertisement",1
"Minnie Will",524.026136308153,7,"Indiana","Advertisement",0
"Mrs. Toccara Heathcote DVM",536.803567194928,11,"Montana","Advertisement",0
"Mr. Shep Schmitt",645.924200188642,11,"Colorado","Social Media",0
"Jerrica Terry",443.816986481605,7,"Montana","Employee Referral",0
"Dr. Sharon Turner",826.670994770068,2,"Idaho","Social Media",0
"Mr. Dennis Ryan Jr.",597.836554285419,5,"Indiana","Employee Referral",0
"Mrs. Izola Hayes",821.331784718089,7,"Montana","Employee Referral",1
"Dr. Kerri Rippin",451.697366822042,9,"Indiana","Advertisement",1
"Chester Kihn",838.715467089783,8,"Montana","Advertisement",0
"Alannah Nitzsche",931.971645211436,11,"Colorado","Advertisement",0
"Vernell Keebler",1441.85498725904,9,"Indiana","Advertisement",1
"Wilfrid Boyle",711.758062817685,8,"Indiana","Employee Referral",0
"Mr. Soren Kilback I",393.108818124695,12,"Colorado","Advertisement",0
"Dr. Desi Hoppe",844.879338407768,10,"Idaho","Social Media",0
"Arely Windler",1274.5641243954,3,"Montana","Advertisement",0
"Miss Sable Bartell",2349.07783260842,3,"Idaho","Advertisement",1
"Ms. Odell Crooks PhD",434.187096265255,5,"Colorado","Social Media",1
"Gilmore Senger",793.108469683485,2,"Idaho","Employee Referral",0
"Fremont Bogan",1246.80112820902,2,"Montana","Employee Referral",0
"Lex Corwin",1124.81898060861,11,"Indiana","Advertisement",0
"Zavion Thiel",4295.11887247549,3,"Indiana","Advertisement",1
"Jalyn Tillman",498.91819472564,9,"Idaho","Advertisement",0
"Mr. Ora White",1110.54134795613,10,"Montana","Social Media",1
"Enoch Pacocha",374.440142814165,12,"Indiana","Employee Referral",0
"Ms. Delfina Emmerich PhD",982.965186426965,7,"Colorado","Advertisement",1
"Dr. Darrel Bernier",977.938348381959,7,"Indiana","Employee Referral",1
"Mrs. Lindsey Durgan",453.891170377091,5,"Idaho","Employee Referral",0
"Amirah Herman",768.349578743978,1,"Idaho","Advertisement",0
"Jorden Hills",363.802653077948,4,"Idaho","Advertisement",1
"Dr. Lary Reichel",630.067655227916,5,"Montana","Employee Referral",0
"Cristina Bailey DDS",996.134433286512,1,"Montana","Advertisement",0
"Miss Michele Ullrich",942.211449112401,2,"Montana","Social Media",0
"Mariann Dibbert",514.694186243855,7,"Idaho","Advertisement",1
"Jewell West",1325.06750645591,8,"Idaho","Advertisement",0
"Rogers Bayer PhD",914.568131862098,6,"Montana","Employee Referral",0
"Brenden Dietrich-Mueller",1077.72272273504,10,"Indiana","Advertisement",1
"Roseanna Beer",1188.92486287578,12,"Montana","Social Media",0
"Fleta Sporer",977.375890411286,2,"Montana","Advertisement",0
"Alessandro Kihn",232.258240285254,12,"Montana","Advertisement",0
"Pearly Hintz",444.016684563025,1,"Montana","Employee Referral",0
"Elmore Douglas V",1036.76736835185,12,"Montana","Employee Referral",0
"Laurel Kutch",1147.40728831922,12,"Indiana","Advertisement",0
"Raheem Reilly DVM",574.177939133449,11,"Colorado","Social Media",0
"Dr. Chana Lesch MD",1418.40688459177,11,"Montana","Employee Referral",0
"Valentine Parisian",660.721633369287,3,"Montana","Employee Referral",0
"Nelson Sauer",662.303568792096,2,"Montana","Social Media",0
"Sandie Jenkins",950.198164920748,1,"Montana","Employee Referral",0
"Velda Kshlerin",514.926569534067,10,"Indiana","Advertisement",0
"Bell Schamberger",985.95740887168,4,"Montana","Advertisement",0
"Merna Koch",907.404786801742,3,"Colorado","Employee Referral",0
"Ms. Cheri Kerluke",1153.83219690663,3,"Indiana","Social Media",1
"Elyssa Jacobi",920.480545366145,3,"Colorado","Employee Referral",0
